TCONST	TITLETYPE	PRIMARYTITLE	ORIGINALTITLE	ISADULT	STARTYEAR	ENDYEAR	RUNTIMEMINUTES	GENRES	AVERAGERATING	NUMVOTES	TITLETYPE_NEW	SHOW_ID	TYPE	TITLE	DIRECTOR	CAST	COUNTRY	DATE_ADDED	RELEASE_YEAR	RATING	DURATION	LISTED_IN	DESCRIPTION
tt0108550	movie	What's Eating Gilbert Grape	What's Eating Gilbert Grape	0	1993		118	Drama	7.8	206359	Movie	60011552	Movie	What's Eating Gilbert Grape	Lasse Hallström	Johnny Depp, Leonardo DiCaprio, Juliette Lewis, Mary Steenburgen, Darlene Cates, Laura Harrington, Mary Kate Schellhardt, Kevin Tighe, John C. Reilly, Crispin Glover	United States	November 20, 2019	1993	PG-13	118 min	Classic Movies, Dramas, Independent Movies	In a backwater Iowa town, young Gilbert is torn between taking care of his troubled family and a girl who shows him new possibilities for his life.
tt0184907	movie	Snow Day	Snow Day	0	2000		89	Adventure,Comedy,Family	5.1	11196	Movie	60000409	Movie	Snow Day	Chris Koch	Chris Elliott, Mark Webber, Jean Smart, Schuyler Fisk, Iggy Pop, Pam Grier, John Schneider, Chevy Chase, Zena Grey, Josh Peck	United States	January 1, 2020	2000	PG	89 min	Children & Family Movies, Comedies	When a snow day shuts down the whole town, the Wheeler family cuts loose. Hal makes a play for the most popular girl in his school, 10-year-old Natalie takes on the dreaded snowplow man, and Dad gets into a showdown with a rival meteorologist.
tt0326905	movie	The Great Raid	The Great Raid	0	2005		132	Action,Drama,War	6.7	20886	Movie	60033312	Movie	The Great Raid	John Dahl	Benjamin Bratt, James Franco, Connie Nielsen, Marton Csokas, Joseph Fiennes, Motoki Kobayashi, Robert Mammone, Natalie Mendoza, Cesar Montano, James Carpinello, Mark Consuelos, Sam Worthington, Craig McLachlan, Max Martini, Clayne Crawford	United States, Australia	November 1, 2019	2005	R	133 min	Action & Adventure, Dramas	In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese.
tt0113189	movie	GoldenEye	GoldenEye	0	1995		130	Action,Adventure,Thriller	7.2	231498	Movie	22040803	Movie	GoldenEye	Martin Campbell	Pierce Brosnan, Sean Bean, Izabella Scorupco, Famke Janssen, Joe Don Baker, Judi Dench, Robbie Coltrane, Gottfried John, Alan Cumming, Tchéky Karyo, Desmond Llewelyn, Samantha Bond, Michael Kitchen, Serena Gordon, Simon Kunz	United Kingdom, United States	December 31, 2019	1995	PG-13	130 min	Action & Adventure	Pierce Brosnan takes his first turn as debonair secret agent James Bond, who investigates the destruction of a Russian satellite weapons base.
tt0056264	movie	Mutiny on the Bounty	Mutiny on the Bounty	0	1962		178	Adventure,Drama,History	7.3	14424	Movie	60011729	Movie	Mutiny on the Bounty	Lewis Milestone, Carol Reed	Marlon Brando, Trevor Howard, Richard Harris, Hugh Griffith, Richard Haydn, Tarita	United States	November 1, 2019	1962	TV-PG	185 min	Action & Adventure, Classic Movies, Dramas	Marlon Brando gives a nuanced performance as the aristocratic Lt. Fletcher Christian, an officer aboard the HMS Bounty who leads a mutiny against the ship's tyrannical Capt. Bligh.
tt0286788	movie	What a Girl Wants	What a Girl Wants	0	2003		105	Comedy,Drama,Family	5.8	57356	Movie	60026155	Movie	What a Girl Wants	Dennie Gordon	Amanda Bynes, Colin Firth, Kelly Preston, Eileen Atkins, Anna Chancellor, Jonathan Pryce, Oliver James, Christina Cole	United States	June 1, 2019	2003	PG	105 min	Children & Family Movies, Comedies	In search of the father she's never met, the daughter of a bohemian American woman heads to Europe and finds that her dad is an uptight politician.
tt0478087	movie	21	21	0	2008		123	Crime,Drama,History	6.8	222525	Movie	70084788	Movie	21	Robert Luketic	Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin	United States	January 1, 2020	2008	PG-13	123 min	Dramas	A brilliant group of students become card-counting experts with the intent of swindling millions out of Las Vegas casinos by playing blackjack.
tt0114726	movie	Trimurti	Trimurti	0	1995		187	Action,Drama	4.8	2367	Movie	20717860	Movie	Trimurti	Mukul Anand	Anil Kapoor, Shah Rukh Khan, Jackie Shroff, Satyendra Kapoor, Gautami, Tinnu Anand, Saeed Jaffrey, Anirudh Agarwal, Mohan Agashe, Himani Shivpuri, Priya Tendulkar, Anjali Jathar, Anang Desai, Pramod Moutho, Subhash Ghai	India	March 1, 2018	1995	TV-PG	173 min	Action & Adventure, Dramas, International Movies	After being framed, a policewoman languishing in prison hopes that her three sons will deliver justice and restore her honor.
tt0470850	movie	The Holy Man	Luang phii theng	0	2005			Comedy	6.3	93	Movie	80999989	Movie	The Holy Man	Note Chern-Yim	Pongsak Pongsuwan, Note Chern-Yim, Sarawut Phumthong, Savika Chaiyadej, Somlek Sakdikul, Petchtai Wongkamlao	Thailand	July 25, 2018	2005	TV-14	92 min	Comedies, Faith & Spirituality, International Movies	Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic.
tt0461936	movie	Don	Don	0	2006		171	Action,Crime,Thriller	7.2	33055	Movie	70059026	Movie	Don	Farhan Akhtar	Shah Rukh Khan, Priyanka Chopra, Arjun Rampal, Isha Koppikar, Kareena Kapoor, Boman Irani, Om Puri, Pavan Malhotra	India	December 15, 2019	2006	TV-MA	169 min	Action & Adventure, International Movies	A ruthless crime boss and drug lord is nabbed and held captive by the authorities, who send his naïve look-alike to infiltrate the man's gang.
tt0120770	movie	A Night at the Roxbury	A Night at the Roxbury	0	1998		82	Comedy,Music,Romance	6.3	55311	Movie	18066997	Movie	A Night at the Roxbury	John Fortenberry	Will Ferrell, Chris Kattan, Dan Hedaya, Molly Shannon, Richard Grieco, Loni Anderson, Elisa Donovan, Gigi Rice, Lochlyn Munro, Dwayne Hickman	United States	December 1, 2019	1998	PG-13	82 min	Comedies, Cult Movies	After a run-in with Richard Grieco, dimwits Doug and Steve gain entry to a swanky nightclub in this comedy based on a "Saturday Night Live" sketch.
tt0365545	movie	Nappily Ever After	Nappily Ever After	0	2018		98	Comedy,Drama,Romance	6.4	7188	Movie	80189630	Movie	Nappily Ever After	Haifaa Al-Mansour	Sanaa Lathan, Ricky Whittle, Lynn Whitfield, Lyriq Bent, Ernie Hudson	United States	March 7, 2019	2018	TV-MA	99 min	Comedies, Dramas, Romantic Movies	When a perfectionist ad exec experiences a romantic setback, she embarks on a journey of self-discovery that begins with a dramatic hair makeover.
tt0440803	movie	Shutter	Shutter	0	2004		97	Horror,Mystery,Thriller	7.1	39200	Movie	70062814	Movie	Shutter	Banjong Pisanthanakun, Parkpoom Wongpoom	Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool, Titikarn Tongprasearth, Sivagorn Muttamara, Chachchaya Chalemphol, Kachormsak Naruepatr	Thailand	September 5, 2018	2004	TV-MA	96 min	Horror Movies, International Movies	After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.
tt0389860	movie	Click	Click	0	2006		107	Comedy,Drama,Fantasy	6.4	295723	Movie	70041162	Movie	Click	Frank Coraci	Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge	United States	January 1, 2020	2006	PG-13	108 min	Comedies, Sci-Fi & Fantasy	Overworked Michael Newman stumbles on a universal remote control that gives him the power to pause or fast-forward through scenes in his life.
tt0367695	movie	Elaan	Elaan	0	1971		144	Action,Drama,Musical	6.0	44	Movie	80158482	Movie	Elaan	K. Ramanlal	Vinod Mehra, Rekha, Vinod Khanna, Helen, Madan Puri, Brahm Bhardwaj	India	April 1, 2017	1971	TV-PG	143 min	Action & Adventure, Cult Movies, International Movies	Journalist Naresh is hired to probe illegal activities on an island. When he's captured, a fellow prisoner gives him a ring with magic powers.
tt0096179	tvMovie	A Stoning in Fulham County	A Stoning in Fulham County	0	1988		94	Crime,Drama,Thriller	5.7	276	Movie	70206821	Movie	A Stoning in Fulham County	Larry Elikann	Ken Olin, Jill Eikenberry, Maureen Mueller, Gregg Henry, Nicholas Pryor, Noble Willingham, Peter Michael Goetz, Ron Perlman, Theodore Bikel, Olivia Burnette, Bill Allen, Brad Pitt	United States	October 1, 2011	1988	NR	95 min	Dramas	After reckless teens kill an Amish child, a prosecutor attempts to bring the youths to justice despite the condemnation he faces from the community.
tt0036630	short	San Pietro	San Pietro	0	1945		32	Documentary,Short,War	6.6	1871	Movie	80119188	Movie	San Pietro	John Huston		United States	March 31, 2017	1945	TV-14	32 min	Classic Movies, Documentaries	After the Allies invade Italy, the Liri Valley town of San Pietro becomes an example of the brutal effects of combat, both for soldiers and civilians.
tt0317303	movie	Daddy Day Care	Daddy Day Care	0	2003		92	Comedy,Family	5.5	61595	Movie	60027689	Movie	Daddy Day Care	Steve Carr	Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Anjelica Huston, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri	United States	January 1, 2019	2003	PG	93 min	Children & Family Movies, Comedies	When a conscientious father loses his lucrative dot-com job and faces economic ruin, he joins two friends in opening a business called Daddy Day Care.
tt0371606	movie	Chicken Little	Chicken Little	0	2005		81	Adventure,Animation,Comedy	5.7	82716	Movie	70028197	Movie	Chicken Little	Mark Dindal	Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn	United States	March 16, 2016	2005	G	82 min	Children & Family Movies, Comedies	No one believes Chicken Little when he tries to warn of an alien invasion – so it's up to him and his misfit friends to save the world!
tt0479997	movie	Season of the Witch	Season of the Witch	0	2011		95	Action,Adventure,Fantasy	5.4	88400	Movie	70126573	Movie	Season of the Witch	Dominic Sena	Nicolas Cage, Ron Perlman, Christopher Lee, Stephen Campbell Moore, Stephen Graham, Ulrich Thomsen, Claire Foy, Robert Sheehan, Kevin Rees, Andrew Hefler	United States	April 26, 2019	2011	PG-13	95 min	Action & Adventure, Sci-Fi & Fantasy	A group of weary warriors transport a suspected witch believed to be responsible for spreading the devastating Black Plague.
tt0071115	movie	Alice Doesn't Live Here Anymore	Alice Doesn't Live Here Anymore	0	1974		112	Drama,Romance	7.3	20363	Movie	60010069	Movie	Alice Doesn't Live Here Anymore	Martin Scorsese	Ellen Burstyn, Kris Kristofferson, Billy Green Bush, Diane Ladd, Harvey Keitel, Lelia Goldoni, Lane Bradbury, Vic Tayback, Jodie Foster, Alfred Lutter	United States	July 1, 2019	1974	PG	112 min	Classic Movies, Comedies, Dramas	A widowed singer and single mother starts over as a diner waitress in Arizona, befriending her coworkers and romancing a ruggedly handsome rancher.
tt0449467	movie	Babel	Babel	0	2006		143	Drama	7.4	281855	Movie	70045866	Movie	Babel	Alejandro G. Iñárritu	Brad Pitt, Cate Blanchett, Gael García Bernal, Koji Yakusho, Adriana Barraza, Rinko Kikuchi, Said Tarchani, Boubker Ait El Caid, Elle Fanning, Nathan Gamble, Mohamed Akhzam	France, United States, Mexico	January 1, 2019	2006	R	143 min	Dramas, Independent Movies	When an American couple vacationing in Morocco falls victim to a random act of violence, a series of events unfolds across four countries.
tt0462229	movie	Code Name: The Cleaner	Code Name: The Cleaner	0	2007		84	Action,Comedy,Crime	4.6	11061	Movie	70044705	Movie	Code Name: The Cleaner	Les Mayfield	Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, Mark Dacascos, Callum Keith Rennie, DeRay Davis, Niecy Nash, Will Patton	United States	November 1, 2019	2007	PG-13	91 min	Action & Adventure, Comedies	A mild-mannered janitor duped into believing he's an undercover agent stumbles into an international arms ring plot involving the CIA and the FBI.
tt0250483	movie	Kya Kehna	Kya Kehna	0	2000		155	Drama,Romance	5.9	1846	Movie	60002111	Movie	Kya Kehna	Kundan Shah	Preity Zinta, Saif Ali Khan, Anupam Kher, Farida Jalal, Chandrachur Singh	India	April 1, 2018	2000	TV-PG	149 min	Dramas, International Movies, Romantic Movies	A young university student's world is shaken after her brief involvement with a wealthy playboy results in her pregnancy.
tt0097926	movie	Mujrim	Mujrim	0	1989			Action,Crime	5.6	123	Movie	80156939	Movie	Mujrim	Umesh Mehra	Mithun Chakraborty, Madhuri Dixit, Suresh Oberoi, Shakti Kapoor, Pallavi Joshi, Gulshan Grover, Amrish Puri, Nutan, Jagdeep, Sharat Saxena	India	September 1, 2017	1989	TV-14	163 min	Action & Adventure, Dramas, International Movies	Jailed as a teenager, Shankar has been unable to stay on the right side of the law ever since, despite his wife's pleas and his mother's rejection.
tt0117951	movie	Trainspotting	Trainspotting	0	1996		93	Drama	8.1	614802	Movie	60037022	Movie	Trainspotting	Danny Boyle	Ewan McGregor, Ewen Bremner, Jonny Lee Miller, Kevin McKidd, Robert Carlyle, Kelly Macdonald, Peter Mullan, James Cosmo, Eileen Nicholas, Susan Vidler, Pauline Lynch, Shirley Henderson	United Kingdom	October 1, 2019	1996	R	94 min	Comedies, Cult Movies, Dramas	Renton and his mates cope with the gritty realities of heroin addiction. But when Renton gets clean, he can't get away from his friends' nasty habits.
tt0120855	movie	Tarzan	Tarzan	0	1999		88	Adventure,Animation,Family	7.3	194263	Movie	26009364	Movie	Tarzan	Chris Buck, Kevin Lima	Tony Goldwyn, Minnie Driver, Glenn Close, Brian Blessed, Nigel Hawthorne, Rosie O'Donnell, Lance Henriksen, Wayne Knight, Alex D. Linz	United States	June 23, 2018	1999	G	89 min	Children & Family Movies	After being shipwrecked off the African coast, a lone child grows up in the wild, and is destined to become lord of the jungle.
tt0210616	movie	Center Stage	Center Stage	0	2000		115	Drama,Music,Romance	6.7	18245	Movie	60000891	Movie	Center Stage	Nicholas Hytner	Amanda Schull, Zoe Saldana, Susan May Pratt, Peter Gallagher, Donna Murphy, Debra Monk, Ethan Stiefel, Sascha Radetsky, Julie Kent, Ilia Kulik	United States	January 1, 2020	2000	PG-13	116 min	Dramas	Vying for a spot in the American Ballet Company, 12 dance students are ready to push their bodies and minds to the limit to realize their dreams.
tt0230412	movie	Khoon Khoon	Khoon Khoon	0	1973			Crime,Mystery,Thriller	5.2	26	Movie	80158480	Movie	Khoon Khoon	Mohammed Hussain	Danny Denzongpa, Mahendra Sandhu, Rekha, Faryal, Helen, Jagdeep	India	September 1, 2017	1973	TV-14	132 min	Action & Adventure, International Movies	As a crazed killer blazes a trail of blood through an anxious city, a hardened cop aims to take him down by any means in this remake of “Dirty Harry.”
tt0169547	movie	American Beauty	American Beauty	0	1999		122	Drama	8.3	1033976	Movie	60000407	Movie	American Beauty	Sam Mendes	Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Chris Cooper, Peter Gallagher, Allison Janney, Scott Bakula, Sam Robards	United States	January 1, 2020	1999	R	122 min	Dramas	While struggling to endure his tightly wound wife, an unfulfilling job and a surly teen, a man becomes obsessed with one of his daughter's friends.
tt0397892	movie	Bolt	Bolt	0	2008		96	Adventure,Animation,Comedy	6.8	182860	Movie	70099615	Movie	Bolt	Byron Howard, Chris Williams	John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton, Greg Germann, Diedrich Bader, Nick Swardson, J.P. Manoux, Dan Fogelman, Kari Wahlgren, Chloë Grace Moretz, Randy Savage, Ronn Moss, John DiMaggio, Daran Norris, Jeff Bennett, Brian Stepanek, Todd Cummings	United States	July 22, 2018	2008	PG	99 min	Children & Family Movies, Comedies	This tale follows German shepherd Bolt, a canine actor who makes a cross-country trek when he's mistakenly shipped from Hollywood to New York City.
tt0400717	movie	Open Season	Open Season	0	2006		86	Adventure,Animation,Comedy	6.1	83186	Movie	70043308	Movie	Open Season	Roger Allers, Jill Culton	Martin Lawrence, Ashton Kutcher, Gary Sinise, Debra Messing, Billy Connolly, Georgia Engel, Jon Favreau, Jane Krakowski, Gordon Tootoosis, Patrick Warburton	United States	September 1, 2019	2006	PG	86 min	Children & Family Movies, Comedies	After saving a deer from a hunter's clutches, a domesticated grizzly finds himself relocated to the wild – and unprepared for the real world.
tt0443274	movie	Vantage Point	Vantage Point	0	2008		90	Action,Crime,Drama	6.6	142316	Movie	70060005	Movie	Vantage Point	Pete Travis	Dennis Quaid, Matthew Fox, Forest Whitaker, Bruce McGill, Edgar Ramírez, Saïd Taghmaoui, Ayelet Zurer, Zoe Saldana, Sigourney Weaver, William Hurt	United States	November 1, 2019	2008	PG-13	90 min	Action & Adventure	Moments after he arrives in Spain for an antiterrorism summit, U.S. President Ashton is shot.
tt0034498	short	The Battle of Midway	The Battle of Midway	0	1942		18	Documentary,Short,War	6.1	1667	Movie	60027942	Movie	The Battle of Midway	John Ford	Henry Fonda, Jane Darwell	United States	March 31, 2017	1942	TV-G	18 min	Classic Movies, Documentaries	Director John Ford captures combat footage of the Battle of Midway, an air and sea campaign that was a turning point in the war in the Pacific.
tt0172234	movie	Chaahat	Chaahat	0	1996		151	Drama,Romance	5.5	2498	Movie	80158395	Movie	Chaahat	Mahesh Bhatt	Naseeruddin Shah, Shah Rukh Khan, Pooja Bhatt, Anupam Kher, Ramya Krishnan, Avtar Gill, Mushtaq Khan	India	May 1, 2017	1996	NR	148 min	Dramas, International Movies, Romantic Movies	A vulnerable singer is forced to choose between the girl he loves and another who has developed an unhealthy obsession with him.
tt0111756	movie	Wyatt Earp	Wyatt Earp	0	1994		191	Adventure,Biography,Crime	6.7	43801	Movie	60011597	Movie	Wyatt Earp	Lawrence Kasdan	Kevin Costner, Dennis Quaid, Gene Hackman, David Andrews, Linden Ashby, Jeff Fahey, Joanna Going, Mark Harmon, Michael Madsen, Catherine O'Hara, Bill Pullman, Isabella Rossellini, Tom Sizemore	United States	January 1, 2020	1994	PG-13	191 min	Action & Adventure	Legendary lawman Wyatt Earp is continually at odds with a gang of renegade cowboys, culminating in a fiery showdown with the outlaws at the OK Corral.
tt0108162	movie	Sliver	Sliver	0	1993		107	Drama,Thriller	5.0	27928	Movie	60035996	Movie	Sliver	Phillip Noyce	Sharon Stone, William Baldwin, Tom Berenger, Polly Walker, Colleen Camp, Amanda Foreman, Martin Landau, CCH Pounder, Nina Foch, Keene Curtis	United States	January 1, 2020	1993	R	107 min	Thrillers	A divorcée moves into a high-rise with a sordid past and begins a steamy affair with her neighbor, unaware that her every move is being monitored.
tt0152836	movie	Taal	Taal	0	1999		179	Musical,Romance	6.7	4761	Movie	60001670	Movie	Taal	Subhash Ghai	Anil Kapoor, Aishwarya Rai Bachchan, Akshaye Khanna, Amrish Puri, Alok Nath, Mita Vasisht, Saurabh Shukla, Supriya Karnik	India	March 1, 2018	1999	TV-PG	177 min	Dramas, International Movies, Music & Musicals	Businessman Manav falls for aspiring singer Mansi, but their romance faces an uphill climb when Manav must depart and Mansi's suave manager moves in.
tt0097758	movie	Little Monsters	Little Monsters	0	1989		100	Adventure,Comedy,Family	6.1	10773	Movie	60035622	Movie	Little Monsters	Richard Greenberg	Fred Savage, Howie Mandel, Daniel Stern, Margaret Whitton, Rick Ducommun, Frank Whaley, Ben Savage, William Murray Weiss, Devin Ratray, Amber Barretto, J. Michael Hunter, Tom Hull	United States	July 1, 2019	1989	PG	102 min	Children & Family Movies, Comedies	Brian knows there are creatures under his bed. When he faces his fears and confronts them, however, he makes some hilariously weird new friends.
tt0082594	movie	Kaalia	Kaalia	0	1981		157	Action,Drama	6.8	1221	Movie	20712279	Movie	Kaalia	Tinnu Anand	Amitabh Bachchan, Asha Parekh, Parveen Babi, Amjad Khan, Pran, K.N. Singh, Sajjan, Murad, Kader Khan, Jagdeep	India	December 31, 2019	1981	TV-14	173 min	Action & Adventure, Dramas, International Movies	Jailed for robbing his brother’s unscrupulous employer, a simpleton has a transformation while in prison, emerging with a violent mission for revenge.
tt0405508	movie	Rang De Basanti	Rang De Basanti	0	2006		167	Comedy,Drama	8.2	106099	Movie	70047320	Movie	Rang De Basanti	Rakeysh Omprakash Mehra	Aamir Khan, Siddharth, Atul Kulkarni, Sharman Joshi, Kunal Kapoor, Alice Patten, Soha Ali Khan, Waheeda Rehman, Kiron Kher, Om Puri, Anupam Kher, Madhavan	India	August 2, 2018	2006	TV-MA	159 min	Dramas, International Movies	An idealistic English filmmaker casts a group of student actors in her docudrama about India's revolution against British rule in the 1920s.
tt0093137	movie	Hamburger Hill	Hamburger Hill	0	1987		110	Action,Drama,Thriller	6.7	22840	Movie	569355	Movie	Hamburger Hill	John Irvin	Anthony Barille, Michael Boatman, Don Cheadle, Michael Dolan, Don James, Dylan McDermott, Michael A. Nickles, Harry O'Reilly, Daniel O'Shea, Tim Quill, Tommy Swerdlow, Courtney B. Vance, Steven Weber, Tegan West	United States	November 23, 2019	1987	R	110 min	Action & Adventure, Dramas	The Vietnam War's horrors come brutally to life through the eyes of American soldiers trying to take a heavily fortified hill under Vietcong control.
tt0048545	movie	Rebel Without a Cause	Rebel Without a Cause	0	1955		111	Drama	7.7	80003	Movie	70031792	Movie	Rebel Without a Cause	Nicholas Ray	James Dean, Natalie Wood, Sal Mineo, Jim Backus, Ann Doran, Corey Allen, William Hopper, Rochelle Hudson, Dennis Hopper, Edward Platt	United States	November 1, 2019	1955	PG-13	111 min	Classic Movies, Dramas	When Jim Stark arrives in a new town with his troubled past firmly in tow, he quickly falls for the girl next door and befriends the vulnerable Plato.
tt0224464	tvSeries	Chewin' the Fat	Chewin' the Fat	0	1999			Comedy	8.2	1116	TV Show	80128338	TV Show	Chewin' the Fat		Ford Kiernan, Greg Hemphill, Karen Dunbar, Mark Cox, Paul Riley	United Kingdom	October 1, 2016	1999	TV-14	1 Season	British TV Shows, TV Comedies	Petty criminals, dodgy decorators, full-bore Glaswegians and oddball documentary presenters converge in this sketch show that parodies Scottish life.
tt0069049	movie	The Other Side of the Wind	The Other Side of the Wind	0	2018		122	Drama	6.8	5522	Movie	80085566	Movie	The Other Side of the Wind	Orson Welles	John Huston, Oja Kodar, Peter Bogdanovich, Susan Strasberg, Robert Random, Lilli Palmer, Norman Foster, Edmond O'Brien, Mercedes McCambridge, Cameron Mitchell, Paul Stewart	France, Iran, United States	November 2, 2018	2018	R	122 min	Dramas, Independent Movies	On the last day of his life, a legendary director struggles to complete a new project and contemplates his legacy in this layered film by Orson Welles.
tt0378194	movie	Kill Bill: Vol. 2	Kill Bill: Vol. 2	0	2004		137	Action,Crime,Thriller	8.0	656132	Movie	60032563	Movie	Kill Bill: Vol. 2	Quentin Tarantino	Uma Thurman, David Carradine, Michael Madsen, Daryl Hannah, Gordon Liu, Michael Parks, Perla Haney-Jardine, Helen Kim, Claire Smithies, Clark Middleton	United States	January 1, 2020	2004	R	137 min	Action & Adventure	The Bride has three left on her rampage list: Budd, Elle Driver and Bill himself. But when she arrives at Bill's house, she's in for a surprise.
tt0327056	movie	Mystic River	Mystic River	0	2003		138	Crime,Drama,Mystery	7.9	404885	Movie	60031232	Movie	Mystic River	Clint Eastwood	Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney, Kevin Chapman, Tom Guiry, Emmy Rossum, Spencer Treat Clark	United States, Australia	September 1, 2019	2003	R	138 min	Dramas, Thrillers	Tragedy reunites childhood friends Sean, Dave and Jimmy when they're linked together in a murder investigation about Jimmy's teenage daughter.
tt0407887	movie	The Departed	The Departed	0	2006		151	Crime,Drama,Thriller	8.5	1137524	Movie	70044689	Movie	The Departed	Martin Scorsese	Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin, Kevin Corrigan	United States	December 1, 2019	2006	R	151 min	Dramas, Thrillers	Two rookie Boston cops are sent deep undercover – one inside the gang of a charismatic Irish mob boss and the other double-crossing his own department.
tt0414766	tvSeries	Rebelde	Rebelde	0	2004	2006	60	Comedy,Drama,Family	7.1	4791	TV Show	70205710	TV Show	Rebelde		Anahí, Dulce María, Alfonso Herrera, Christopher Von Uckermann, Maite Perroni, Christian Chávez, Juan Ferrara, Ninel Conde, Leticia Perdigón, Enrique Rocha	Mexico	December 31, 2017	2004	TV-14	1 Season	International TV Shows, Romantic TV Shows, Spanish-Language TV Shows	Six students at an exclusive prep school, some on scholarship, discover that music can close the class divide.
tt0089574	movie	Medium	Medium	0	1985		98	Horror,Mystery,Thriller	6.6	472	Movie	81168340	Movie	Medium	Jacek Koprowicz	Władysław Kowalski, Michał Bajor, Jerzy Zelnik, Jerzy Stuhr, Grażyna Szapołowska, Jerzy Nowak, Ewa Dałkowska, Piotr Machalica, Zygmunt Zintel, Henryk Bista	Poland, West Germany	October 1, 2019	1985	TV-MA	90 min	Horror Movies, International Movies, Thrillers	In 1930s Poland, a powerful psychic steers a group of strangers toward a fated convergence that ensures survival for one and annihilation for others.
tt0106661	movie	A Dangerous Woman	A Dangerous Woman	0	1993		102	Drama,Romance	5.8	1548	Movie	70060380	Movie	A Dangerous Woman	Stephen Gyllenhaal	Debra Winger, Barbara Hershey, Gabriel Byrne, Laurie Metcalf, John Terry, Maggie Gyllenhaal, Jake Gyllenhaal, Chloe Webb, David Strathairn	United States	April 1, 2018	1993	R	101 min	Dramas, Romantic Movies	At the center of this engrossing melodrama is a Golden Globe-nominated turn by Debra Winger, who plays a sheltered, slow-witted woman living with her widowed Aunt Frances while working at a dry cleaners.
tt0304415	movie	Mona Lisa Smile	Mona Lisa Smile	0	2003		117	Drama	6.5	75190	Movie	60031284	Movie	Mona Lisa Smile	Mike Newell	Julia Roberts, Kirsten Dunst, Julia Stiles, Maggie Gyllenhaal, Juliet Stevenson, Dominic West, Ginnifer Goodwin, Topher Grace, John Slattery, Marcia Gay Harden	United States	January 1, 2019	2003	PG-13	119 min	Dramas	In 1953, the women of Wellesley College are measured by how well they marry – until the arrival of a professor who threatens to upend the status quo.
tt0104454	movie	Howards End	Howards End	0	1992		142	Drama,Romance	7.4	27395	Movie	60029366	Movie	Howards End	James Ivory	Anthony Hopkins, Vanessa Redgrave, Helena Bonham Carter, Emma Thompson, James Wilby, Samuel West, Jemma Redgrave, Joseph Bennett, Nicola Duffett, Susie Lindeman	United Kingdom, Japan, United States	March 16, 2017	1992	PG	143 min	Classic Movies, Dramas, Independent Movies	When a husband, acting in his family's "best interest," does not accept his wife's deathbed wish, providence dictates that he pay for his duplicity.
tt0119008	movie	Donnie Brasco	Donnie Brasco	0	1997		127	Biography,Crime,Drama	7.7	266226	Movie	1151721	Movie	Donnie Brasco	Mike Newell	Al Pacino, Johnny Depp, Michael Madsen, Bruno Kirby, James Russo, Anne Heche, Zeljko Ivanek, Gerry Becker, Robert Miano, Zach Grenier	United States	January 1, 2020	1997	R	127 min	Dramas, Thrillers	When FBI agent Joe Pistone goes undercover to infiltrate the mob, he starts to identify with the made men he's charged with taking down.
tt0134067	movie	The Rugrats Movie	The Rugrats Movie	0	1998		79	Adventure,Animation,Comedy	5.9	17491	Movie	18021979	Movie	The Rugrats Movie	Igor Kovalyov, Norton Virgien	Elizabeth Daily, Christine Cavanaugh, Kath Soucie, Melanie Chartoff, Phil Proctor, Cree Summer, Cheryl Chase, Tara Strong, Jack Riley, Joe Alaskey, Michael Bell, Tress MacNeille, Busta Rhymes, Whoopi Goldberg, David Spade	United States	October 1, 2019	1998	G	81 min	Children & Family Movies, Comedies	When his baby brother Dil is born, Tommy Pickles and his pals decide that he's too much responsibility and try to return him to the hospital.
